Compound,119_1(raw),119_2(raw),119_3(raw),119_4(raw),119_5(raw),119_6(raw),173_1(raw),173_2(raw),173_3(raw),173_4(raw),173_5(raw),173_6(raw),212_1(raw),212_2(raw),212_3(raw),212_4(raw),212_5(raw),212_6(raw),232_1(raw),232_2(raw),232_3(raw),232_4(raw),232_5(raw),232_6(raw),281_1(raw),281_2(raw),281_3(raw),281_4(raw),281_5(raw),281_6(raw),293_1(raw),293_2(raw),293_3(raw),293_4(raw),293_5(raw),293_6(raw),318_1(raw),318_2(raw),318_3(raw),318_4(raw),318_5(raw),318_6(raw),345_1(raw),345_2(raw),345_3(raw),345_4(raw),345_5(raw),345_6(raw),346_1(raw),346_2(raw),346_3(raw),346_4(raw),346_5(raw),346_6(raw),372_1(raw),372_2(raw),372_3(raw),372_4(raw),372_5(raw),372_6(raw),374_1(raw),374_2(raw),374_3(raw),374_4(raw),374_5(raw),374_6(raw),440_1(raw),440_2(raw),440_3(raw),440_4(raw),440_5(raw),440_6(raw),639_1(raw),639_2(raw),639_3(raw),639_4(raw),639_5(raw),639_6(raw),649_1(raw),649_2(raw),649_3(raw),649_4(raw),649_5(raw),H37Rv_1(raw),H37Rv_2(raw),H37Rv_3(raw),H37Rv_4(raw),H37Rv_5(raw),H37Rv_6(raw),Mass
176.0321@1.0250025,920088.5686,621094.9768,889599.4248,652711.3699,592821.5148,312684.7674,659555.8072,524228.7284,680735.9988,610604.003,703160.8234,596304.7254,634565.8312,776833.3989,797058.0606,345418.3754,733103.4421,675432.3697,395660.6204,554435.3405,690211.879,876877.9198,585500.5622,700430.7684,233206.9717,1043476.399,458027.3558,402274.8049,206305.5853,631143.5933,1215451.35,870337.8938,2004390.453,977260.8939,902134.2794,785749.953,486540.846,651746.1537,678938.3974,1020432.583,590285.2431,890469.3617,1456746.486,2574049.871,1576246.255,1436724.31,1803573.58,2191892.312,570528.1729,1357183.599,699412.2233,622411.6314,513309.6688,573515.8305,959254.1958,401123.0584,1266113.646,1588278.695,424825.032,1148314.063,726703.9482,582246.4203,731550.6956,347614.6197,578828.8622,595057.4018,883968.8024,558915.3881,755516.2033,690269.6931,583085.5558,961745.9194,1511104.463,432886.2467,1019542.734,500857.9612,1121507.457,754903.3409,618089.4528,643723.206,1393305.389,585406.3679,2765615.905,1198052.995,1098893.394,838904.5927,982620.1031,871444.8315,864467.9874,176.0321
180.0634@2.0220075,462582.6452,312850.4094,425399.7851,334608.6789,137053.3883,73207.55441,367407.3239,282164.2793,391592.7266,369212.0963,426904.4565,206275.3448,110757.7834,273563.0227,450229.7062,147036.4466,438746.6574,406338.4975,180899.0688,364390.991,444426.3142,427445.1572,414794.755,488370.7053,111999.4597,508553.0758,249622.8779,214275.8972,68565.94992,314648.6451,571215.9354,546785.4856,1500182.585,490637.5453,698156.1967,737843.0406,305248.9917,209301.3205,400562.2249,559799.7412,387271.4284,497610.908,641718.5943,1327552.176,853673.9291,475982.922,926673.3912,970207.4248,310060.0645,608350.4384,397178.648,335100.9072,181081.8593,340127.0304,520224.8537,258857.6334,760194.6027,794189.7773,156264.2706,647842.3625,345701.9576,271562.3906,280858.7034,72917.31633,262974.7159,273434.8695,511243.0438,162135.6859,372977.8295,404149.4565,308149.3289,496004.8346,752091.7971,252456.2527,606566.7448,300831.0273,526904.8909,242215.3199,171959.4298,301236.5311,702210.4002,146547.9706,972630.1341,792464.8612,617556.7366,467413.9795,524199.6091,516606.1544,508642.9082,180.0634
134.0215@1.1430013,335550.9646,157897.4454,178741.4638,226911.6122,535899.8729,218047.558,755065.3099,770232.6838,513683.7567,617677.3423,599633.9377,681205.3797,36475.57189,637676.3481,148652.7649,249576.13,200719.5662,132391.87,369401.2484,450696.5886,295952.9257,232559.1273,485065.4327,339094.9633,144731.0541,420533.4642,98182.79656,190906.295,375177.5179,185847.9342,153432.7078,248798.1682,401974.4334,114963.9194,238370.4595,431986.1748,578389.1725,282559.1002,413813.8843,568537.2833,884938.9142,564531.0352,485060.7432,582420.64,459287.2506,206784.3767,421397.7264,392458.9895,243064.6466,927609.6653,360814.0298,260009.841,178447.6857,392406.2062,212131.6931,696410.5596,411373.5809,565161.3767,496235.6163,302097.5186,114981.306,78049.38552,65704.19156,349748.234,69185.68503,187954.8827,328335.0918,307040.5287,862413.3268,178512.9625,395906.3507,795400.3686,438662.516,168364.308,472833.7859,714111.6851,231250.9537,262950.2857,140219.9875,371722.4237,398397.1628,294423.5478,569507.3216,303330.1336,300803.4997,244557.0343,346635.9903,159324.3578,189757.1721,134.0215
206.0426@1.0850009,26586.77689,10178.39337,11971.05017,18602.27879,43898.19281,36192.66536,32191.48089,37131.91618,22496.72723,33173.3784,34496.71398,70866.61796,9641.290906,62354.95294,20332.15697,53118.52629,23593.8754,13048.24468,6967.3488,20550.53439,13442.64463,2943.744354,20966.08265,15757.39277,1565.681538,8259.331135,3426.487048,5887.979621,0.066115702,4053.680447,102429.7375,183933.6405,231582.387,77240.37875,204142.2099,365218.3468,10543.06059,7373.577974,7653.30245,11491.26444,15140.63355,8712.327254,12069.00825,96748.31906,85121.31589,23385.71238,40384.69975,48162.86061,9070.597829,42727.24414,13637.73938,8888.047391,0.123966942,12697.30909,0.124517906,1846.730581,8591.757569,14223.805,0.104683196,0.14600551,0.102479339,3610.140489,0.085950413,18469.35043,2953.442432,7701.157027,114302.9336,150021.7784,338255.1545,99343.94403,222399.4168,440577.7355,73929.22373,37135.79052,159283.3501,128382.3192,41854.04968,40418.84468,40756.69685,59184.1439,117239.4841,125984.6511,35816.43639,350230.6184,272912.8418,206837.6179,271026.7324,200115.2823,154356.8647,206.0426
103.0633@9.773105,115974.9313,66876.20649,83962.74621,72050.71517,110300.0165,64207.31203,121400.231,102710.6665,120262.3028,118285.7748,125945.7761,136870.6905,66835.8446,108801.3528,87348.16835,107268.8294,83406.38648,79400.17222,50798.47963,61652.56186,71053.04685,77587.55264,72322.29203,72902.67627,14500.72502,125198.3533,41206.58727,38056.39288,40676.03276,63146.61718,202715.6501,219368.3313,619753.0766,147737.2533,292933.5471,403697.96,82898.05715,106268.7495,113747.6971,172878.5452,126572.7599,143363.1815,326915.7021,382661.4696,248457.3361,280208.7667,256396.501,277844.7956,64797.57985,170616.9611,83131.10292,80227.77638,98118.96682,72630.88487,108338.5474,115262.2117,152329.7712,174582.012,88792.18216,126044.8047,93466.28113,71716.99985,80473.91053,59969.01108,65155.68502,85163.90085,154759.0913,134563.0842,157531.8078,105460.3473,105328.3111,211499.6581,269008.5621,88994.25869,222023.7469,150255.7572,183250.5497,186698.6785,124361.4178,233804.1078,200120.707,271649.7942,294529.9154,296964.8487,226713.1475,199296.6818,225411.6068,160072.3204,164209.0003,103.0633
529.2002@3.6440191,14436.5014,5076.866658,7179.499742,10265.01819,21933.00274,0.083746556,10677.40492,8702.172984,11329.09089,11116.23908,12569.64626,17726.39994,12641.94049,22000.11893,20532.49912,3340.330586,7921.735509,7304.127302,63245.61358,52309.20926,65745.54272,1407.409367,81187.7025,67310.63002,0.053443526,27607.8193,5656.941039,7220.104692,8044.495809,10104.83748,69537.21175,86867.67589,313810.8994,68606.25641,150729.7835,206625.3519,30370.6319,0.131680441,29505.0346,55379.88586,40384.32217,41471.43627,0.20661157,0.302479339,0.201652893,0.244628099,0.205509642,0.208815427,19371.40393,105090.9225,22032.74543,16551.8766,3772.190078,12874.86061,118021.6823,140475.8084,171600.2258,225259.8039,80168.58984,132821.7965,2163.236367,1035.771348,0.085950413,8597.669431,1075.7697,2427.768596,86999.30933,70545.61649,81468.82871,63778.16453,64887.95726,142715.402,20359.46723,11431.09639,28548.38572,9154.182895,20115.29426,0.211019284,7716.151493,12094.57688,23346.69417,0.280440771,0.278787879,32940.46063,22692.01492,13976.83689,16881.58954,14636.1862,11302.4661,529.2002
88.0161@1.0250025,939750.1389,657868.7961,954318.7616,724674.4245,617688.1263,313036.3354,713102.4632,525260.7085,679977.9382,612970.5903,697842.4983,605705.889,633752.2857,823638.8554,803524.0606,344433.1688,730704.9043,732453.9947,394873.4502,629839.5745,696335.6917,1079314.407,612827.7688,716229.2427,233029.3254,1125749.825,509423.6279,448978.6892,224520.8579,599964.9376,1214644.661,974405.0209,2473764.25,1027116.489,956492.524,1011505.159,549071.6491,680938.3907,700363.9163,1017990.603,589536.2872,844525.5618,1683105.37,2337936.011,1641236.764,1527401.83,1892117.204,2216323.091,633840.2288,1366904.762,658054.8658,579558.7096,512706.8176,572705.7456,1117451.954,400360.979,1351656.148,1564363.226,470658.0569,1279445.554,759398.9565,589080.514,787230.6624,347108.1838,586672.747,656388.549,923490.3782,556751.4013,788809.4667,721068.6913,595235.1294,1026630.747,1613546.173,461364.8692,1024139.947,554551.0784,1171295.151,753752.2307,624417.7982,922473.5965,1517298.443,547182.0103,2899044.342,1198218.316,1122643.585,837911.4489,972180.4188,867706.7929,863403.3472,88.0161
120.0424@2.0220075,69467.90642,46677.31507,59219.95166,51870.83638,12777.98897,3754.106866,46767.49627,49303.44012,57611.87869,61627.58492,53417.73047,28197.09082,0.094214876,28014.99053,68501.48741,0.096418733,59873.90392,63150.81348,25839.71916,56801.01366,70147.26173,59813.00718,64945.01379,77683.95779,14530.27929,80998.46287,42223.14154,35530.93172,0.066115702,39950.65571,98211.94241,99757.30121,233972.1969,80484.02669,103028.6827,130089.0875,51420.47263,26099.98517,59307.57498,104723.6874,85880.88124,87993.43618,67847.31397,176107.4034,119578.754,0.244628099,140941.8006,134716.0198,45655.97868,96141.91089,48943.42418,39137.38571,19208.67766,48809.11517,70885.67805,0.12892562,109549.6142,123094.916,0.104683196,83229.27293,56967.95711,41051.617,34411.96685,20091.35705,37656.27283,42810.3934,96070.94571,0.13553719,69818.80391,63805.80475,57676.14126,82102.86105,111671.9317,36538.45719,91267.23982,41416.77234,74067.52688,0.211019284,0.139393939,37663.34386,110042.0973,0.280440771,131052.3274,143851.4789,106278.2432,72820.7784,90854.37416,81920.17065,83704.38773,120.0424
487.1896@13.299155,13438.29203,4335.468312,7702.316272,12259.10303,15557.3774,0.083746556,9766.129996,7135.506321,10438.1818,10583.76911,11214.34433,15638.2545,17369.26611,10772.21374,18805.7454,1859.14601,6360.435239,6885.59011,36983.74236,23952.48204,37640.02205,3375.444629,57630.6777,31803.40482,882.4595013,54675.06891,10847.35536,13447.28927,10355.50406,16260.42978,38529.63812,61808.56078,318551.2961,31268.6315,154653.9174,289574.9353,24830.63522,1256.758129,27380.00816,72116.19657,34478.40208,34928.34538,0.20661157,0.302479339,2228.667773,0.244628099,0.205509642,0.208815427,20322.6458,216107.4494,20084.03634,22945.11572,8086.23966,14460.41213,124932.4261,101153.3654,139856.8677,207539.5361,45620.72745,112272.981,4272.466122,1474.925617,1254.704129,8413.615436,1737.193944,3954.882646,87140.33963,51534.89914,72873.74,45169.84283,46120.61945,149877.7711,39444.80057,22801.87321,52470.89816,20797.72777,30196.3086,0.211019284,15470.21814,36284.70254,77241.32215,0.280440771,10772.64243,74968.01218,27024.32567,28850.86166,36584.82647,21923.67599,16352.27766,487.1896
246.1216@9.115083,275778.926,74660.26819,69208.01339,127160.3394,400874.6664,20980.18721,133415.0817,113967.4642,127540.2422,164315.9956,201393.3208,157594.7631,23759.39007,173752.9162,299829.5182,98096.22612,134767.9676,153389.3709,124320.4867,218586.9004,269738.4023,19978.54326,335044.9367,242430.7609,10767.05341,589565.2743,66893.90735,104375.3957,40346.9088,178300.1215,494499.0211,871440.7236,2799451.916,499406.185,1445815.86,2094638.901,161517.0625,106957.3065,182543.8009,396011.5233,301464.5279,247762.1995,129103.099,817840.612,609014.9269,117591.9933,218059.2938,253573.7609,281313.5834,1157471.127,420119.7085,260133.4994,62281.11563,303515.7334,563464.1946,109381.5274,704226.8507,1084837.732,86156.7827,508079.4641,113264.2646,40535.0495,38418.63131,59229.34717,48838.47892,38021.81819,85815.91538,49213.68923,96643.08712,48079.00645,54389.44813,183489.1254,468556.9953,238581.2886,498788.0559,226111.8165,359726.1583,40405.9725,79312.6422,343729.2501,338490.3712,256007.3688,135442.1213,800958.1339,436793.1925,569563.857,533319.716,266146.5714,229331.4156,246.1216
123.032@2.352009,73308.26455,38150.87927,41237.56264,40652.31516,77256.4297,29818.96622,80739.15345,62197.33981,82940.36349,84530.97768,92023.49018,122420.2178,32634.33718,96287.2856,61794.51222,73425.95058,69425.58984,63868.01679,74262.87315,85066.18715,82338.02757,60835.3587,98998.39122,95021.98913,14913.36249,69252.89977,28091.71566,27043.04025,28487.66921,43201.35544,71204.19523,80273.60317,157823.8315,59736.92911,85387.6562,120534.8396,79128.43953,43128.50476,92883.45088,113732.5436,127813.264,103141.4361,131475.2065,145964.1273,82226.99191,112367.7156,93792.34,71226.94215,44820.19686,72187.23978,55354.71508,35499.53502,54065.20655,52096.19396,52495.25495,86883.36209,89473.22031,96175.14075,78339.46036,85806.41619,34076.53228,29370.60876,25433.84456,31673.29535,25914.90916,42195.67605,78038.76385,80045.68921,96818.29153,55155.51166,66565.58041,109648.1233,80628.34275,31712.42966,81304.39683,83844.13201,48866.6293,81555.15492,70334.1392,52742.38521,66788.60813,37118.86001,46095.34549,101621.8061,77815.73237,67018.01533,89209.06397,51414.61809,66869.5536,123.032
354.223@0.642,42131.12953,28287.7443,38578.62709,39470.15759,18639.25068,7642.878194,44659.6555,29260.67211,58797.57565,48767.33317,55902.97234,36580.50898,32120.77189,16549.58892,49507.80151,7739.049604,26710.88586,38845.30925,21112.0464,23984.59775,48489.0799,79170.53005,31039.64739,32566.60647,11332.75313,76276.79565,28426.3096,10230.37467,12303.86768,39358.69979,89711.54073,87862.30839,330682.4532,88138.0482,147395.9008,157235.666,26989.09968,66714.84199,99045.37152,133864.0461,81362.74902,70343.76349,160542.7684,201271.8695,118923.5837,146674.1156,142142.799,150981.6975,30132.2811,67107.53949,42811.49085,39219.85789,50242.68589,32916.36365,82310.0714,56174.82652,118681.9696,120845.7491,28407.35548,92595.5264,44022.15213,31158.94209,44557.2098,3759.971905,36741.78192,36305.34877,47200.24255,21966.91899,23840.77192,29864.22304,9678.822074,38836.67102,116413.5747,35920.06601,77473.91748,21201.53934,107926.884,78634.43701,42960.79382,144808.1209,95304.23286,151545.986,192330.4608,88240.26673,49259.24802,59690.75253,37968.11187,45439.78835,18004.85617,354.223
552.039@13.147144,90511.01939,62731.63184,84079.66742,66326.10911,75175.9118,50024.24655,79092.30773,60323.65828,83369.33319,80415.87246,89818.31773,89825.89063,72501.73882,74892.1562,69766.55683,62545.86791,62609.80804,59671.18041,41564.79693,47583.88696,57596.91462,94848.91683,49943.80167,61798.84051,34617.72331,108328.0612,49927.21866,41400.73834,38971.76831,62183.09652,134535.1855,133537.375,460130.0235,137688.0533,195741.3719,176343.861,52936.62249,101064.8701,68732.06254,107222.5436,67726.35238,92074.56344,215340.4956,259925.9406,165101.2896,240201.3089,173495.1445,203943.7631,62839.0421,147298.9093,78366.59384,73660.2188,96479.13212,62923.15153,100857.0135,84227.62325,121581.066,137422.3822,66918.00026,102198.3088,75262.87615,55991.17068,76244.29071,46539.71906,60778.62441,72059.55705,106162.7276,79419.10078,84403.34992,85023.3876,63175.49004,108966.4698,189910.8965,52190.76569,130319.284,75269.57996,150603.3562,146484.9445,95243.27852,207335.6036,128671.3832,227051.5788,275901.5881,177725.0426,130509.3457,103082.8775,114480.9957,108883.3684,101148.0946,552.039
638.3674@0.6280001,18903.99451,12745.43414,20735.46892,16734.06061,2276.936638,789.0600506,16626.38397,7734.723951,31547.5151,17616.31785,26751.12061,8577.309064,12047.9157,1784.674374,23204.50076,1306.473832,5588.905766,21381.81331,7232.469463,5839.385663,21707.72452,63804.20057,13292.07714,10758.21703,2419.762527,38636.08212,12172.51569,993.0666678,1790.41321,14818.66118,76679.93243,72373.9007,423121.8698,92342.23664,156002.3405,150146.0891,5866.786766,42913.20724,18154.51728,25598.51896,9441.181785,40134.56355,190857.851,196932.8034,109084.9391,140315.0082,168768.2172,152001.7609,12165.29977,23461.0667,15424.66059,15225.54051,35497.93384,9632.87273,84517.77388,27475.59673,77914.47652,80440.31096,8956.170834,58206.41061,26240.55211,19592.7355,44804.05939,0.082093664,25413.89704,15242.04959,26703.41825,5447.375203,3289.203308,5810.534416,902.5410501,13116.39557,99723.41824,30940.53985,40770.02762,19696.11785,107140.1589,28656.62979,19097.52722,119024.5638,57393.42137,133658.6323,229511.285,21907.70911,7816.910758,15852.77518,5837.090362,9493.943785,1826.440768,638.3674
430.1321@2.6370068,2296.556477,0.088705234,0.116804408,0.096969697,4437.289253,2145.670511,18301.35696,15217.74542,15577.57573,18785.1217,19089.62971,32813.23626,2359.705784,4271.612106,3865.68594,6147.658416,2690.006602,2225.791744,29434.22496,31962.79332,25095.40497,23502.7394,35458.73279,25123.79383,4414.862796,34286.49534,4293.168038,8101.788439,16487.40484,13008.41875,12167.76532,19080.51898,20426.29093,5862.968613,16184.36529,31677.32559,52800.37125,33124.74166,55466.24111,82470.86267,96895.4239,64568.50895,0.20661157,10124.89091,7716.651256,0.244628099,4454.627,5595.418182,17882.52789,62135.58136,28453.8242,22339.88762,20268.34708,26565.33334,31484.97512,74036.56869,68394.27543,90469.66801,56812.51262,54387.34449,0.102479339,0.079889807,0.085950413,0.082093664,0.078787879,0.105785124,52653.62438,86483.97681,91248.98905,29873.47704,50976.99853,105450.2946,63534.58296,25614.98615,76538.96431,103088.0008,34783.18134,49606.83532,3662.436353,7024.899185,6856.864449,9732.977398,4540.896973,18306.0485,10065.1306,10817.14544,13065.06998,7977.793925,5993.28043,430.1321
368.2388@0.6460007,31713.08544,21430.38619,28121.12844,30908.80001,13962.58401,5966.774622,34064.19713,22920.77351,44507.51507,37772.73541,41270.09358,28073.01809,24670.82478,13601.07984,38174.60651,5870.35814,21256.53436,29067.63979,15215.31579,18014.83192,36952.77136,57993.83803,23435.46006,23882.29246,8857.729999,56374.30748,21038.14763,8032.76034,9147.173487,28876.67773,63972.75554,62479.16022,231479.2862,62688.13407,102133.6959,109833.5404,21158.59335,49700.28053,80827.33357,109709.1023,73175.39919,53991.50898,111355.1652,144369.1538,84570.40018,104132.3107,99891.04414,104999.2876,22705.03369,49228.54222,31622.21814,28816.99507,36416.28095,25388.02425,57300.15191,40842.60501,89528.17073,90493.76222,21061.63094,68581.27014,31968.63476,22208.00822,30897.28256,2897.906339,26619.9031,26967.90745,34946.99403,17077.95701,19462.49313,24558.7619,7540.054022,29582.66332,84955.48049,25653.93932,57614.35822,14592.50244,75292.79685,58455.71798,31021.56355,107592.0944,69685.98333,112146.8621,137720.6547,69696.41217,37233.01494,45060.90131,30319.65952,34714.79333,14069.53716,368.2388
284.1448@0.62500066,24952.89259,18375.55534,27084.13891,23211.34546,9493.487597,3067.887586,26602.92057,14412.40107,38307.27266,26055.35198,36816.74483,18885.2363,19249.13553,10226.79005,31733.20818,4241.84574,14169.09417,22295.76703,13963.57694,13720.75479,28580.40772,60861.60222,18811.06337,20563.26603,5948.905766,46479.22648,17442.73937,4899.969152,5882.57847,22179.5207,75990.35227,75710.32384,324376.4928,79375.98206,134340.5752,136800.5255,15173.29639,51832.84527,48985.46758,72007.20979,39369.26157,45627.65445,162710.1238,183563.8216,104077.2928,147811.147,139235.6596,138496.4143,19310.88051,44867.97803,26554.97572,27118.78625,38243.42971,16609.45455,73935.12156,41750.886,85039.37734,91560.81842,18997.06894,67445.05526,31733.95707,23542.08811,41990.55857,1985.599451,29390.63644,21572.65455,33964.82433,11770.32065,12119.78017,18732.033,5071.345473,24162.69639,102690.5984,33495.01919,54624.23149,14328.15093,105279.5765,42108.89812,32430.41809,123343.6911,62952.0445,133411.8445,183611.9274,47490.40004,23193.27938,32969.2556,20705.91847,25356.21373,10572.59943,284.1448
